,est_id,est_nm,pool_id,pool_nm
562,146,Narva Kreenholmi Gümnaasiumi ujula ,204,Narva Kreenholmi Gümnaasiumi bassein
563,146,Narva Kreenholmi Gümnaasiumi ujula ,204,Narva Kreenholmi Gümnaasiumi bassein
564,247,Narva lasteaed Pingviin ujula,382,Narva lasteaia Pingviin invabassein
565,247,Narva lasteaed Pingviin ujula,382,Narva lasteaia Pingviin invabassein
566,247,Narva lasteaed Pingviin ujula,381,Narva lasteaia Pingviin väikelastebassein
567,247,Narva lasteaed Pingviin ujula,381,Narva lasteaia Pingviin väikelastebassein
568,147,Narva lasteaia Cipollino ujula,205,Narva lasteaia Cipollino bassein
569,147,Narva lasteaia Cipollino ujula,205,Narva lasteaia Cipollino bassein
570,150,Narva lasteaia Päikene ujula ,208,Narva lasteaia Päikene bassein
571,150,Narva lasteaia Päikene ujula ,208,Narva lasteaia Päikene bassein
572,151,Narva lasteaia Sipsik ujula,209,Narva lasteaia Sipsik bassein
573,151,Narva lasteaia Sipsik ujula,209,Narva lasteaia Sipsik bassein
574,152,Narva Spordikooli Energia ujula,213,Narva Spordikooli Energia suur vann
575,152,Narva Spordikooli Energia ujula,213,Narva Spordikooli Energia suur vann
576,152,Narva Spordikooli Energia ujula,212,Narva Spordikooli Energia väike vann
577,152,Narva Spordikooli Energia ujula,212,Narva Spordikooli Energia väike vann
578,152,Narva Spordikooli Energia ujula,617,Narva Spordikooli Energia sauna bassein
579,152,Narva Spordikooli Energia ujula,617,Narva Spordikooli Energia sauna bassein
580,314,Nelja Kuninga hotell Paide ujula,591,Nelja Kuninga hotell Paide ujula lastebassein
581,314,Nelja Kuninga hotell Paide ujula,591,Nelja Kuninga hotell Paide ujula lastebassein
582,314,Nelja Kuninga hotell Paide ujula,590,Nelja Kuninga hotell Paide ujula ujumisbassein
583,314,Nelja Kuninga hotell Paide ujula,590,Nelja Kuninga hotell Paide ujula ujumisbassein
584,314,Nelja Kuninga hotell Paide ujula,592,Nelja Kuninga hotell Paide ujula mullivann
585,314,Nelja Kuninga hotell Paide ujula,592,Nelja Kuninga hotell Paide ujula mullivann
586,239,Nõlvaku lasteaed,370,Nõlvaku lasteaia bassein
587,239,Nõlvaku lasteaed,370,Nõlvaku lasteaia bassein
588,155,Nõmme ujula,222,Nõmme ujula mullivann
589,155,Nõmme ujula,222,Nõmme ujula mullivann
590,155,Nõmme ujula,221,Nõmme ujula laste bassein
591,155,Nõmme ujula,221,Nõmme ujula laste bassein
592,155,Nõmme ujula,220,Nõmme ujula suur bassein
593,155,Nõmme ujula,220,Nõmme ujula suur bassein
594,197,Nõmme välibasseinid,297,Nõmme suur välibassein
595,197,Nõmme välibasseinid,297,Nõmme suur välibassein
596,197,Nõmme välibasseinid,298,Nõmme laste välibassein
597,197,Nõmme välibasseinid,298,Nõmme laste välibassein
598,60,Nordic Hotel Forum ujula,485,Nordic Hotel Forum mullivann
599,60,Nordic Hotel Forum ujula,485,Nordic Hotel Forum mullivann
600,60,Nordic Hotel Forum ujula,70,Nordic Hotel Forum bassein
601,60,Nordic Hotel Forum ujula,70,Nordic Hotel Forum bassein
602,156,Õismäe Vaba Aja Keskus,223,Õismäe Vaba Aja Keskuse suur bassein
603,156,Õismäe Vaba Aja Keskus,223,Õismäe Vaba Aja Keskuse suur bassein
604,156,Õismäe Vaba Aja Keskus,224,Õismäe Vaba Aja Keskuse väike bassein
605,156,Õismäe Vaba Aja Keskus,224,Õismäe Vaba Aja Keskuse väike bassein
606,156,Õismäe Vaba Aja Keskus,225,Õismäe Vaba Aja Keskuse mullivann
607,156,Õismäe Vaba Aja Keskus,225,Õismäe Vaba Aja Keskuse mullivann
608,294,Original Sokos Hotell Viru,534,Hotell Viru mullivann
609,294,Original Sokos Hotell Viru,534,Hotell Viru mullivann
610,98,PAIde lasteaia ujula,116,PAIde lasteaia ujula bassein
611,98,PAIde lasteaia ujula,116,PAIde lasteaia ujula bassein
612,99,Paide Sookure lasteaia ujula,117,Sookure lasteaia bassein
613,99,Paide Sookure lasteaia ujula,117,Sookure lasteaia bassein
614,118,Paide STK Paide linna ujula,161,Paide linna ujula lastebassein
615,118,Paide STK Paide linna ujula,161,Paide linna ujula lastebassein
616,118,Paide STK Paide linna ujula,159,Paide linna ujula suur bassein
617,118,Paide STK Paide linna ujula,159,Paide linna ujula suur bassein
618,313,Palamuse Lasteaed Nukitsamees,589,Palamuse Lasteaed Nukitsamees bassein
619,313,Palamuse Lasteaed Nukitsamees,589,Palamuse Lasteaed Nukitsamees bassein
620,306,PANNJÄRVE TERVISESPORDIKESKUS SA ujula,562,Pannjärve Tervisespordikeskuse ujumisbassein
621,306,PANNJÄRVE TERVISESPORDIKESKUS SA ujula,562,Pannjärve Tervisespordikeskuse ujumisbassein
622,102,Park In by Radisson Meriton Tallinn,438,väike mullivann
623,102,Park In by Radisson Meriton Tallinn,438,väike mullivann
624,102,Park In by Radisson Meriton Tallinn,466,Meriton SPA Hotel väike mullivann
625,102,Park In by Radisson Meriton Tallinn,466,Meriton SPA Hotel väike mullivann
626,102,Park In by Radisson Meriton Tallinn,124,Meriton SPA Hotel  bassein
627,102,Park In by Radisson Meriton Tallinn,124,Meriton SPA Hotel  bassein
628,102,Park In by Radisson Meriton Tallinn,165,Meriton SPA Hotel lastebassein
629,102,Park In by Radisson Meriton Tallinn,165,Meriton SPA Hotel lastebassein
630,102,Park In by Radisson Meriton Tallinn,166,Meriton SPA Hotel mullivann
631,102,Park In by Radisson Meriton Tallinn,166,Meriton SPA Hotel mullivann
632,253,Pärnu Haigla Taastusravi- ja heaolukeskuse ujula,391,Pärnu haigla väike bassein
633,253,Pärnu Haigla Taastusravi- ja heaolukeskuse ujula,391,Pärnu haigla väike bassein
634,253,Pärnu Haigla Taastusravi- ja heaolukeskuse ujula,390,Pärnu haigla suur bassein
635,253,Pärnu Haigla Taastusravi- ja heaolukeskuse ujula,390,Pärnu haigla suur bassein
636,113,Pärnu Spordikooli ujula,150,Pärnu Spordikooli ujula Väike bassein
637,113,Pärnu Spordikooli ujula,150,Pärnu Spordikooli ujula Väike bassein
638,113,Pärnu Spordikooli ujula,149,Pärnu Spordikooli ujula Suur bassein
639,113,Pärnu Spordikooli ujula,149,Pärnu Spordikooli ujula Suur bassein
640,189,Pelgulinna Gümnaasium,285,Pelgulinna Gümnaasiumi bassein
641,189,Pelgulinna Gümnaasium,285,Pelgulinna Gümnaasiumi bassein
642,170,Pirita Marina Hotel & SPA ,612,Pirita Marina Hotel & SPA spordikeskuse naiste riietusruumi bassein
643,170,Pirita Marina Hotel & SPA ,612,Pirita Marina Hotel & SPA spordikeskuse naiste riietusruumi bassein
644,170,Pirita Marina Hotel & SPA ,243,Pirita Marina Hotel & SPA väike bassein
645,170,Pirita Marina Hotel & SPA ,243,Pirita Marina Hotel & SPA väike bassein
646,170,Pirita Marina Hotel & SPA ,613,Pirita Marina Hotel & SPA spordikeskuse meeste riietusruumi bassein
647,170,Pirita Marina Hotel & SPA ,613,Pirita Marina Hotel & SPA spordikeskuse meeste riietusruumi bassein
648,170,Pirita Marina Hotel & SPA ,242,Pirita Marina Hotel & SPA suur bassein
649,170,Pirita Marina Hotel & SPA ,242,Pirita Marina Hotel & SPA suur bassein
650,104,Põltsamaa linna saun-ujula,128,Põltsamaa linna saun-ujula bassein
651,104,Põltsamaa linna saun-ujula,128,Põltsamaa linna saun-ujula bassein
652,139,Põlva Haigla taastusravi osakonna ujula,384,Põlva linna ühisveevärk
653,139,Põlva Haigla taastusravi osakonna ujula,384,Põlva linna ühisveevärk
654,139,Põlva Haigla taastusravi osakonna ujula,465,Põlva puurkaev veevõtu 1
655,139,Põlva Haigla taastusravi osakonna ujula,465,Põlva puurkaev veevõtu 1
656,139,Põlva Haigla taastusravi osakonna ujula,463,Põlva Piiri puurkaev 1
657,139,Põlva Haigla taastusravi osakonna ujula,463,Põlva Piiri puurkaev 1
658,139,Põlva Haigla taastusravi osakonna ujula,466,Põlva puurkaev veevõtu 2
659,139,Põlva Haigla taastusravi osakonna ujula,466,Põlva puurkaev veevõtu 2
660,139,Põlva Haigla taastusravi osakonna ujula,467,Põlva puurkaev veevõtu 3
661,139,Põlva Haigla taastusravi osakonna ujula,467,Põlva puurkaev veevõtu 3
662,139,Põlva Haigla taastusravi osakonna ujula,468,Põlva puurkaev veevõtu 4
663,139,Põlva Haigla taastusravi osakonna ujula,468,Põlva puurkaev veevõtu 4
664,139,Põlva Haigla taastusravi osakonna ujula,464,Põlva Piiri puurkaev 2
665,139,Põlva Haigla taastusravi osakonna ujula,464,Põlva Piiri puurkaev 2
666,139,Põlva Haigla taastusravi osakonna ujula,191,Põlva Haigla taastusravi osakonna bassein
667,139,Põlva Haigla taastusravi osakonna ujula,191,Põlva Haigla taastusravi osakonna bassein
668,52,Põlva Spordikooli ujula,384,Põlva linna ühisveevärk
669,52,Põlva Spordikooli ujula,384,Põlva linna ühisveevärk
670,52,Põlva Spordikooli ujula,465,Põlva puurkaev veevõtu 1
671,52,Põlva Spordikooli ujula,465,Põlva puurkaev veevõtu 1
672,52,Põlva Spordikooli ujula,463,Põlva Piiri puurkaev 1
673,52,Põlva Spordikooli ujula,463,Põlva Piiri puurkaev 1
674,52,Põlva Spordikooli ujula,466,Põlva puurkaev veevõtu 2
675,52,Põlva Spordikooli ujula,466,Põlva puurkaev veevõtu 2
676,52,Põlva Spordikooli ujula,467,Põlva puurkaev veevõtu 3
677,52,Põlva Spordikooli ujula,467,Põlva puurkaev veevõtu 3
678,52,Põlva Spordikooli ujula,468,Põlva puurkaev veevõtu 4
679,52,Põlva Spordikooli ujula,468,Põlva puurkaev veevõtu 4
680,52,Põlva Spordikooli ujula,464,Põlva Piiri puurkaev 2
681,52,Põlva Spordikooli ujula,464,Põlva Piiri puurkaev 2
682,52,Põlva Spordikooli ujula,615,Põlva Spordikooli jaapani vann
683,52,Põlva Spordikooli ujula,615,Põlva Spordikooli jaapani vann
684,52,Põlva Spordikooli ujula,616,Põlva Spordikooli mullivann
685,52,Põlva Spordikooli ujula,616,Põlva Spordikooli mullivann
686,52,Põlva Spordikooli ujula,187,Põlva Spordikooli lastebassein
687,52,Põlva Spordikooli ujula,187,Põlva Spordikooli lastebassein
688,52,Põlva Spordikooli ujula,188,Põlva Spordikooli täiskasvanute bassein
689,52,Põlva Spordikooli ujula,188,Põlva Spordikooli täiskasvanute bassein
690,225,Porkuni Kooli ujula,1152,Porkuni kooli (Lossi pumbajaama) veevärk
691,225,Porkuni Kooli ujula,1152,Porkuni kooli (Lossi pumbajaama) veevärk
692,225,Porkuni Kooli ujula,494,Porkuni kooli väike bassein
693,225,Porkuni Kooli ujula,494,Porkuni kooli väike bassein
694,225,Porkuni Kooli ujula,331,Porkuni kooli suur bassein
695,225,Porkuni Kooli ujula,331,Porkuni kooli suur bassein
696,11,Pühajärve SPA Hotelli ujula,192,Pühajärve Puhkekodu veevärk
697,11,Pühajärve SPA Hotelli ujula,192,Pühajärve Puhkekodu veevärk
698,11,Pühajärve SPA Hotelli ujula,215,Pühajärve Puhkekodu AS puurkaev 20989
699,11,Pühajärve SPA Hotelli ujula,215,Pühajärve Puhkekodu AS puurkaev 20989
700,11,Pühajärve SPA Hotelli ujula,122,Pühajärve suur bassein
701,11,Pühajärve SPA Hotelli ujula,122,Pühajärve suur bassein
702,11,Pühajärve SPA Hotelli ujula,123,Pühajärve väikelaste bassein
703,11,Pühajärve SPA Hotelli ujula,123,Pühajärve väikelaste bassein
704,11,Pühajärve SPA Hotelli ujula,359,mullivann
705,11,Pühajärve SPA Hotelli ujula,359,mullivann
706,298,Ramsi lasteaed Tareke ujula,543,Ramsi lasteaia bassein
707,298,Ramsi lasteaed Tareke ujula,543,Ramsi lasteaia bassein
708,103,"Räpina Lasteaia ""Vikerkaar"" ujula",409,Räpina linna ühisveevärk
709,103,"Räpina Lasteaia ""Vikerkaar"" ujula",409,Räpina linna ühisveevärk
710,103,"Räpina Lasteaia ""Vikerkaar"" ujula",503,Räpina Kastani tn puurkaev
711,103,"Räpina Lasteaia ""Vikerkaar"" ujula",503,Räpina Kastani tn puurkaev
712,103,"Räpina Lasteaia ""Vikerkaar"" ujula",127,"Räpina Lasteaia ""Vikerkaar"" bassein"
713,103,"Räpina Lasteaia ""Vikerkaar"" ujula",127,"Räpina Lasteaia ""Vikerkaar"" bassein"
714,91,Rapla lasteaed Kelluke,114,Rapla lasteaed Kelluke bassein
715,91,Rapla lasteaed Kelluke,114,Rapla lasteaed Kelluke bassein
716,304,Realida Saunakeskuse ujula,557,Saunakeskuse bassein
717,304,Realida Saunakeskuse ujula,557,Saunakeskuse bassein
718,158,Rocca al Mare Hotell,227,Rocca al Mare Hotell bassein
719,158,Rocca al Mare Hotell,227,Rocca al Mare Hotell bassein
720,158,Rocca al Mare Hotell,559,Rocca al mare hotelli mullivann
721,158,Rocca al Mare Hotell,559,Rocca al mare hotelli mullivann
722,157,Rocca al Mare Kooli ujula,226,Rocca al Mare Kooli bassein
723,157,Rocca al Mare Kooli ujula,226,Rocca al Mare Kooli bassein
724,114,Roosna-Alliku lasteaia Hellik ujula,152,Roosna-Alliku lasteaed Hellik bassein
725,114,Roosna-Alliku lasteaia Hellik ujula,152,Roosna-Alliku lasteaed Hellik bassein
726,87,Rõuge Lasteaed ujula,108,Rõuge Lasteaia bassein
727,87,Rõuge Lasteaed ujula,108,Rõuge Lasteaia bassein
728,270,Saka Mõisa Wellness-Spa ujula,483,Saka Mõisa veevärk
729,270,Saka Mõisa Wellness-Spa ujula,483,Saka Mõisa veevärk
730,270,Saka Mõisa Wellness-Spa ujula,437,Saka Mõisa Wellness-Spa bassein
731,270,Saka Mõisa Wellness-Spa ujula,437,Saka Mõisa Wellness-Spa bassein
732,216,Saku Valla l/a Päikesekild,321,Saku Valla l/a Päikesekild
733,216,Saku Valla l/a Päikesekild,321,Saku Valla l/a Päikesekild
734,185,Saku Valla Spordikeskus,275,Saku Valla Spordikeskus
735,185,Saku Valla Spordikeskus,275,Saku Valla Spordikeskus
736,116,Sanatoorium Tervis Vabaajakeskus,153,Sanatoorium Tervise Lastebassein
737,116,Sanatoorium Tervis Vabaajakeskus,153,Sanatoorium Tervise Lastebassein
738,116,Sanatoorium Tervis Vabaajakeskus,154,Sanatoorium Tervise 25 m bassein
739,116,Sanatoorium Tervis Vabaajakeskus,154,Sanatoorium Tervise 25 m bassein
740,116,Sanatoorium Tervis Vabaajakeskus,156,Sanatoorium Tervise Jaapani vann
741,116,Sanatoorium Tervis Vabaajakeskus,156,Sanatoorium Tervise Jaapani vann
742,116,Sanatoorium Tervis Vabaajakeskus,157,Sanatoorium Tervise Ravibassein
743,116,Sanatoorium Tervis Vabaajakeskus,157,Sanatoorium Tervise Ravibassein
744,116,Sanatoorium Tervis Vabaajakeskus,155,Sanatoorium Tervise Massaažibassein
745,116,Sanatoorium Tervis Vabaajakeskus,155,Sanatoorium Tervise Massaažibassein
746,184,Saue Spordihoone,274,Saue Spordihoone väike bassein
747,184,Saue Spordihoone,274,Saue Spordihoone väike bassein
748,184,Saue Spordihoone,273,Saue Spordihoone suur bassein
749,184,Saue Spordihoone,273,Saue Spordihoone suur bassein
750,167,SA Viljandi Haigla ujula,234,Viljandi haigla  bassein
751,167,SA Viljandi Haigla ujula,234,Viljandi haigla  bassein
752,68,Sillamäe lasteaed Helepunased purjed ujula,630,Sillamäe linna veevärk
753,68,Sillamäe lasteaed Helepunased purjed ujula,630,Sillamäe linna veevärk
754,68,Sillamäe lasteaed Helepunased purjed ujula,82,Sillamäe lasteaia Helepunased Purjed lastebassein
755,68,Sillamäe lasteaed Helepunased purjed ujula,82,Sillamäe lasteaia Helepunased Purjed lastebassein
756,69,Sillamäe lasteaed Jaaniussike ujula,83,Sillamaäe lasteaia Jaaniussike lastebassein
757,69,Sillamäe lasteaed Jaaniussike ujula,83,Sillamaäe lasteaia Jaaniussike lastebassein
758,153,Sillamäe lasteaed Rukkilill ujula,218,Sillamäe Lasteaed Rukkilill
759,153,Sillamäe lasteaed Rukkilill ujula,218,Sillamäe Lasteaed Rukkilill
760,112,Sillamäe Lasteaia Päikseke ujula,148,Lasteaia Päikseke bassein
761,112,Sillamäe Lasteaia Päikseke ujula,148,Lasteaia Päikseke bassein
762,70,"Sillamäe spordikompleksi ""Kalev"" ujula",84,"Sillamäe spordikompleksi ""Kalev"" ujumisbassein"
763,70,"Sillamäe spordikompleksi ""Kalev"" ujula",84,"Sillamäe spordikompleksi ""Kalev"" ujumisbassein"
764,299,Sõle Spordikeskus,545,Sõle Spordikeskuse väike bassein
765,299,Sõle Spordikeskus,545,Sõle Spordikeskuse väike bassein
766,299,Sõle Spordikeskus,544,Sõle Spordikeskuse suur bassein
767,299,Sõle Spordikeskus,544,Sõle Spordikeskuse suur bassein
768,173,SPA Georg Ots veekeskus,246,SPA Georg Ots veekeskuse suur bassein
769,173,SPA Georg Ots veekeskus,246,SPA Georg Ots veekeskuse suur bassein
770,173,SPA Georg Ots veekeskus,248,SPA Georg Ots veekeskus minibassein
771,173,SPA Georg Ots veekeskus,248,SPA Georg Ots veekeskus minibassein
772,173,SPA Georg Ots veekeskus,249,SPA Georg Ots veekeskus mullivann
773,173,SPA Georg Ots veekeskus,249,SPA Georg Ots veekeskus mullivann
774,173,SPA Georg Ots veekeskus,247,SPA Georg Ots veekeskus välibassein
775,173,SPA Georg Ots veekeskus,247,SPA Georg Ots veekeskus välibassein
776,175,SPA Grand Rose veekeskus,482,Külmavee tünn
777,175,SPA Grand Rose veekeskus,482,Külmavee tünn
778,175,SPA Grand Rose veekeskus,251,SPA Grand Rose suur bassein
779,175,SPA Grand Rose veekeskus,251,SPA Grand Rose suur bassein
780,175,SPA Grand Rose veekeskus,253,SPA Grand Rose lastebassein
781,175,SPA Grand Rose veekeskus,253,SPA Grand Rose lastebassein
782,175,SPA Grand Rose veekeskus,252,SPA Grand Rose jaapani bassein
783,175,SPA Grand Rose veekeskus,252,SPA Grand Rose jaapani bassein
784,177,SPA Meri,257,SPA Meri bassein
785,177,SPA Meri,257,SPA Meri bassein
786,176,SPA Rüütli veekeskus,254,SPA Rüütli suur bassein
787,176,SPA Rüütli veekeskus,254,SPA Rüütli suur bassein
788,176,SPA Rüütli veekeskus,255,SPA Rüütli lastebassein
789,176,SPA Rüütli veekeskus,255,SPA Rüütli lastebassein
790,176,SPA Rüütli veekeskus,256,SPA Rüütli Mullivann
791,176,SPA Rüütli veekeskus,256,SPA Rüütli Mullivann
792,141,Spordiklubi Impuls Tallinn,193,Spordiklubi Impuls bassein
793,141,Spordiklubi Impuls Tallinn,193,Spordiklubi Impuls bassein
794,256,Spordiklubi Reval-Sport veekeskus,403,Reval-Sport külmaveebassein
795,256,Spordiklubi Reval-Sport veekeskus,403,Reval-Sport külmaveebassein
796,256,Spordiklubi Reval-Sport veekeskus,395,Reval-Sport spordibassein 28º
797,256,Spordiklubi Reval-Sport veekeskus,395,Reval-Sport spordibassein 28º
798,256,Spordiklubi Reval-Sport veekeskus,412,Reval-Sport välimullivann 32º
799,256,Spordiklubi Reval-Sport veekeskus,412,Reval-Sport välimullivann 32º
800,256,Spordiklubi Reval-Sport veekeskus,399,Reval-Sport mullivann 36º
801,256,Spordiklubi Reval-Sport veekeskus,399,Reval-Sport mullivann 36º
802,256,Spordiklubi Reval-Sport veekeskus,409,Reval-Sport lõõgastusbassein 32º
803,256,Spordiklubi Reval-Sport veekeskus,409,Reval-Sport lõõgastusbassein 32º
804,256,Spordiklubi Reval-Sport veekeskus,400,Reval-Sport jaapani bassein 40º
805,256,Spordiklubi Reval-Sport veekeskus,400,Reval-Sport jaapani bassein 40º
806,256,Spordiklubi Reval-Sport veekeskus,410,Reval-Sport lastebassein seenega 36º
807,256,Spordiklubi Reval-Sport veekeskus,410,Reval-Sport lastebassein seenega 36º
808,256,Spordiklubi Reval-Sport veekeskus,396,Reval-Sport väike sportbassein 32º
809,256,Spordiklubi Reval-Sport veekeskus,396,Reval-Sport väike sportbassein 32º
810,256,Spordiklubi Reval-Sport veekeskus,397,Reval-Sport libero bassein 32º
811,256,Spordiklubi Reval-Sport veekeskus,397,Reval-Sport libero bassein 32º
812,256,Spordiklubi Reval-Sport veekeskus,411,Reval-Sport välibassein 28º
813,256,Spordiklubi Reval-Sport veekeskus,411,Reval-Sport välibassein 28º
814,32,Strand SPA,145,Strandi Pikk bassein
815,32,Strand SPA,145,Strandi Pikk bassein
816,32,Strand SPA,146,Strandi Massaažibassein
817,32,Strand SPA,146,Strandi Massaažibassein
818,32,Strand SPA,147,Strandi Mullivann
819,32,Strand SPA,147,Strandi Mullivann
820,315,Suure-Jaani Tervisekoda ujula,599,"Suure-Jaani Tervisekoda külmaveebassein 2,0*1,7"
821,315,Suure-Jaani Tervisekoda ujula,599,"Suure-Jaani Tervisekoda külmaveebassein 2,0*1,7"
822,315,Suure-Jaani Tervisekoda ujula,594,Suure-Jaani Tervisekoda ujumisbassein 25*10 m (3 rada)
823,315,Suure-Jaani Tervisekoda ujula,594,Suure-Jaani Tervisekoda ujumisbassein 25*10 m (3 rada)
824,315,Suure-Jaani Tervisekoda ujula,596,"Suure-Jaani Tervisekoda perebassein 5,0*12,0 m"
825,315,Suure-Jaani Tervisekoda ujula,596,"Suure-Jaani Tervisekoda perebassein 5,0*12,0 m"
826,315,Suure-Jaani Tervisekoda ujula,595,"Suure-jaani Tervisekoda lastebassein 5,1*4,0 m"
827,315,Suure-Jaani Tervisekoda ujula,595,"Suure-jaani Tervisekoda lastebassein 5,1*4,0 m"
828,315,Suure-Jaani Tervisekoda ujula,597,"Suure-Jaani Tervisekoda mullivann 3,8*3,25 m"
829,315,Suure-Jaani Tervisekoda ujula,597,"Suure-Jaani Tervisekoda mullivann 3,8*3,25 m"
830,315,Suure-Jaani Tervisekoda ujula,598,Suure-Jaani Tervisekoda väike nn beebibassein 
